#ite Happy	Doc	Sneezy	Bashful	Sleepy	Grumpy	Dopey	
0	-2729.634319607663	-1112.0737094072622	-1617.5606102004012	6625.643801910552	4000.0	1.0	1.5E-5	-1617.5606102004012	-1102.3175776826413
1000	-2182.8464762452186	-1084.4783799933448	-1098.3680962518736	3987.0458477462366	2804.7026453082085	1.0	1.9538755766106938E-6	-1098.3680962518736	-1075.0772451052912
2000	-2119.7508093539263	-1075.8113735843713	-1043.9394357695548	4014.8613360053605	2524.271532095261	1.0	1.4736449089139593E-7	-1043.9394357695548	-1066.515583701908
3000	-2140.1721035726578	-1097.0821974270452	-1043.0899061456125	10720.111629579384	3461.954439639298	1.0	8.61757556855167E-8	-1043.0899061456125	-1087.470526767004
4000	-2144.790755962389	-1104.0207308657427	-1040.7700250966463	8238.568564136256	3381.2534438051985	1.0	2.8038361290176562E-8	-1040.7700250966463	-1094.432647020129
5000	-2136.618211213789	-1095.1573162197017	-1041.4608949940873	4902.000693224359	3433.320275094855	1.0	5.318556221299433E-8	-1041.4608949940873	-1085.553951053011
6000	-2143.348163451978	-1102.6912031356853	-1040.6569603162927	6791.561590605164	3252.517874093644	1.0	2.4157119473433582E-8	-1040.6569603162927	-1093.141936345301
7000	-2146.2444592483525	-1105.7348214588721	-1040.5096377894806	4289.282007271978	4164.821757165071	1.0	2.5123772029840088E-8	-1040.5096377894806	-1095.9383106160667
8000	-2168.219570404507	-1125.040602441268	-1043.1789679632393	15088.993491852361	4572.62502938029	1.0	6.884238860878274E-8	-1043.1789679632393	-1115.1506776330896
9000	-2167.305713646152	-1126.8509736124186	-1040.4547400337333	6402.668324532897	4488.336371836531	1.0	1.927962708444275E-8	-1040.4547400337333	-1116.9796541343442
10000	-2156.7980406888455	-1116.6872669248564	-1040.1107737639893	5200.669375891159	3423.0817418937327	1.0	1.1209541211907205E-8	-1040.1107737639893	-1107.0868883219016
11000	-2139.7566813842395	-1099.0747869767777	-1040.681894407462	7098.630017429601	3346.6273777927445	1.0	2.67302320992167E-8	-1040.681894407462	-1089.4969965274533
12000	-2131.764294786051	-1090.8263328720132	-1040.9379619140377	9711.387870019187	3161.5167349196245	1.0	3.1185490059597974E-8	-1040.9379619140377	-1081.3054436166617
13000	-2130.707341469796	-1090.4938558258912	-1040.213485643905	10955.079314913248	2795.431456266019	1.0	1.236761685121271E-8	-1040.213485643905	-1081.0960320005172
14000	-2148.922379453629	-1108.5946561982282	-1040.327723255401	6651.428757080363	3598.4067696812263	1.0	1.6010924769221406E-8	-1040.327723255401	-1098.944327651203
15000	-2150.288782182469	-1110.095012862182	-1040.1937693202867	10470.22884211344	4414.086624442361	1.0	1.1546097138254614E-8	-1040.1937693202867	-1100.2403745661088
16000	-2162.518615712155	-1122.1908847314392	-1040.327730980716	6286.819256109145	4306.4341662608185	1.0	1.6828712671536726E-8	-1040.327730980716	-1112.3609371458715
17000	-2153.337751366603	-1113.433575366293	-1039.9041760003095	3673.4892307290106	4306.129391278481	1.0	5.86606243277649E-9	-1039.9041760003095	-1103.6036985552353
18000	-2152.3497964877406	-1112.3127183509794	-1040.0370781367615	7065.681165955682	3350.6679342378893	1.0	8.544047902124948E-9	-1040.0370781367615	-1102.733721278161
19000	-2143.0963458121923	-1102.8887808004968	-1040.2075650116954	4742.69478266874	3528.555935891998	1.0	1.5650612408285277E-8	-1040.2075650116954	-1093.2580547330647
20000	-2145.521288746697	-1104.9518342107979	-1040.5694545358988	3770.867258794928	3648.6140852842254	1.0	2.756830471390547E-8	-1040.5694545358988	-1095.2876494544696
21000	-2138.877899436501	-1096.0817631490072	-1042.796136287494	3292.012451129139	3511.77396998869	1.0	1.0589397657218559E-7	-1042.796136287494	-1086.455804471147
22000	-2126.3721694231126	-1083.1072455177602	-1043.2649239053521	3236.656774851403	3143.440920848878	1.0	1.359677251461691E-7	-1043.2649239053521	-1073.5920901196623
23000	-2128.339310609862	-1084.9276869971463	-1043.4116236127154	4193.809846890912	3117.6890790592684	1.0	1.2704277189347666E-7	-1043.4116236127154	-1075.4207575860514
24000	-2140.887895337447	-1098.5175062349833	-1042.3703891024634	10099.895166956007	3530.0693997736457	1.0	6.60446891513938E-8	-1042.3703891024634	-1088.8863513407377
25000	-2124.9272814394267	-1084.1423799174245	-1040.7849015220022	13924.049531089113	3084.401764474724	1.0	2.325780798496861E-8	-1040.7849015220022	-1074.6461848328827
26000	-2132.5114794578585	-1092.6231473495538	-1039.8883321083047	4317.191538290037	3251.548878994273	1.0	5.273891821909472E-9	-1039.8883321083047	-1083.0741785250864
27000	-2136.5888463404463	-1096.7106564635646	-1039.8781898768814	3395.6719177241544	3525.737273998338	1.0	5.273709705437777E-9	-1039.8781898768814	-1087.0807295299253
28000	-2127.4762392065886	-1086.1075305930171	-1041.3687086135717	6853.583845753334	2983.987341000779	1.0	4.672671975509359E-8	-1041.3687086135717	-1076.6444327894756
29000	-2133.994510656139	-1093.8673993086752	-1040.1271113474638	7937.573478803477	3588.7611433208376	1.0	1.040650225932722E-8	-1040.1271113474638	-1084.2197548876557
30000	-2139.5697464592577	-1099.4075639320677	-1040.16218252719	8336.151563037685	2852.9620493945035	1.0	1.0897287235128402E-8	-1040.16218252719	-1089.9893687984236
31000	-2147.8280827470244	-1107.9264939268244	-1039.9015888202	8924.500759372415	3752.774332753419	1.0	4.534296896925522E-9	-1039.9015888202	-1098.234161174807
